GlobalId,Type,Name,StoreyName,StoreyGlobalId
14dJEvkGDCFfy7i_XP3zn9,IfcBuildingElementProxy,UB-Universal Beam [966574],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
12TO8$qof5bfh4RB$mqb7i,IfcBuildingElementProxy,UB-Universal Beam [971167],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3SzfQl$zzCRemBP2OZa7_5,IfcBuildingElementProxy,UB-Universal Beam [970638],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0xPPyOQpnFU87im5nBdi2k,IfcBuildingElementProxy,UB-Universal Beam [766111],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1hyGA8IGT3RepZibMpFJkb,IfcBuildingElementProxy,UB-Universal Beam [970295],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1fLrKIv3X8JRKV66lqwBPn,IfcBuildingElementProxy,UB-Universal Beam [971437],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0MDmF3WX5A696aDCw6ZntO,IfcBuildingElementProxy,UB-Universal Beam [727418],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
38Kbdae8nDaOXvmW$as_Ni,IfcBuildingElementProxy,UB-Universal Beam [970754],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0keOBw$$DAiAtv_PfELc71,IfcBuildingElementProxy,UB-Universal Beam [971972],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
17vnaNWhb10RJMqBObMbg0,IfcBuildingElementProxy,UB-Universal Beam [970680],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1VRWU808zCNBNzKlyWbKC5,IfcBuildingElementProxy,UB-Universal Beam [762159],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1n_vGqHMrEWwLp3lYyfuwU,IfcBuildingElementProxy,UB-Universal Beam [959144],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3rFnJtFLLDKe6M4DFdedeu,IfcBuildingElementProxy,UB-Universal Beam [970115],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
35TbbpLTb2hxaWc403Iu9y,IfcBuildingElementProxy,UB-Universal Beam [970236],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0RRODm2rHC$e5YHPKQmq2J,IfcBuildingElementProxy,UB-Universal Beam [972554],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
39aHbTDSnCxewFUV3HaHQu,IfcBuildingElementProxy,UB-Universal Beam [946956],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2I4PuvUaDFYAO213heqVSl,IfcBuildingElementProxy,UB-Universal Beam [727380],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3T8o7Yxaj9mfzF0tIFrwbh,IfcBuildingElementProxy,UB-Universal Beam [972712],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1XkJN_8jDEmuwnWDRiktCU,IfcBuildingElementProxy,UB-Universal Beam [971678],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0hG0pnv6L7SgFz_6JOong5,IfcBuildingElementProxy,UB-Universal Beam [971996],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1j5t0Mnqb8$8Blv6D6PspA,IfcBuildingElementProxy,UB-Universal Beam [972020],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0EMlz6M2X1KhRuTnZsZKnY,IfcBuildingElementProxy,UB-Universal Beam [970660],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1GcgYSo3TFNB$nfWi0lBiV,IfcBuildingElementProxy,UB-Universal Beam [971964],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0YoYdLpd53dfgoVCWBwwUH,IfcBuildingElementProxy,UB-Universal Beam [728477],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2joovg09945htsRDd$_DYT,IfcBuildingElementProxy,UB-Universal Beam [970800],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3w5IegUT15kuqsTZBQiMwR,IfcBuildingElementProxy,UB-Universal Beam [970402],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
02kXaPGvr1rPCu_3bRhe4x,IfcBuildingElementProxy,UB-Universal Beam [727428],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2P3IBu7TXFng9KO4kAP6$O,IfcBuildingElementProxy,UB-Universal Beam [970428],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
35cI_Vx$rBJw61800OIzW9,IfcBuildingElementProxy,UB-Universal Beam [951846],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0dx8paUkDCwelXXwDxTFPP,IfcBuildingElementProxy,UB-Universal Beam [971290],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2nAKSc1e18lf3Jr5t$3EVw,IfcBuildingElementProxy,UB-Universal Beam [970896],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2lCXP3ZgvCYA_Nttz8cpK$,IfcBuildingElementProxy,UB-Universal Beam [727354],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2joHEmFpXCCOOvqdzKcmii,IfcBuildingElementProxy,UB-Universal Beam [972192],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0N14ssxzLCBga4mrQJfkmf,IfcBuildingElementProxy,UB-Universal Beam [972228],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3144AGrcL6wAIwdqvCjA9S,IfcBuildingElementProxy,UB-Universal Beam [971469],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1z01G3vybCQRznX5QVPjdZ,IfcBuildingElementProxy,UB-Universal Beam [972290],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2w4bOjEFX0rfa0paaqKmot,IfcBuildingElementProxy,UB-Universal Beam [726585],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0YKmBXRqj2UvgOUx5f8GzI,IfcBuildingElementProxy,UB-Universal Beam [970230],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3uRKkUtwb1VwysmjHbH_8l,IfcBuildingElementProxy,UB-Universal Beam [730675],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
24M9WxMF18OeucGADfOS0q,IfcBuildingElementProxy,UB-Universal Beam [970746],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0BH8Pek$X6r9BVAm9WgtXL,IfcBuildingElementProxy,UB-Universal Beam [956819],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1lPHS624518xP_NjaqGxbH,IfcBuildingElementProxy,UB-Universal Beam [727406],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
18sJaSW6nFhujz7gDpaj$J,IfcBuildingElementProxy,UB-Universal Beam [726504],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
12XQ3BxZLErB$wJ8Urg2eE,IfcBuildingElementProxy,UB-Universal Beam [970520],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1CbofOZTzFrOdD778CqSsJ,IfcBuildingElementProxy,UB-Universal Beam [970179],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
34dQskxsT1Wf35dQDpFCpO,IfcBuildingElementProxy,UB-Universal Beam [971706],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2hfUSevtT7Wg5GZVMrAPoq,IfcBuildingElementProxy,UB-Universal Beam [973073],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1G0dmx_HvFaOnFM_QeX7VH,IfcBuildingElementProxy,UB-Universal Beam [972812],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0yAxioWIb3E9C7WF7$o3Pl,IfcBuildingElementProxy,UB-Universal Beam [971928],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0db762oRT8bxJNdhFThnDR,IfcBuildingElementProxy,UB-Universal Beam [764151],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1IZToALFj0QwYtJqVdIaKX,IfcBuildingElementProxy,UB-Universal Beam [727338],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0okjXpKoHC7vE6$iPr1ZJH,IfcBuildingElementProxy,UB-Universal Beam [726463],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0qLYXZ$tD6dOhaJXjLsFOF,IfcBuildingElementProxy,UB-Universal Beam [972458],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2fi2B3_6X3Qwp32w3ym6un,IfcBuildingElementProxy,UB-Universal Beam [972416],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3piVEjJwP2vuGtQ$vvuxef,IfcBuildingElementProxy,UB-Universal Beam [727404],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3GUTUzvPz2ugXhdRWlXZLH,IfcBuildingElementProxy,UB-Universal Beam [726591],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2QNIBwrvr0vvNcYUo$CaY6,IfcBuildingElementProxy,UB-Universal Beam [970544],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
07PoRYqx57iA2rQgphCo5I,IfcBuildingElementProxy,UB-Universal Beam [973053],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3D3M3bwmP7OQ5xmhOWmUMk,IfcBuildingElementProxy,UB-Universal Beam [971398],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
39HC4AxkL2owfBtcyyaF0l,IfcBuildingElementProxy,UB-Universal Beam [972900],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
27vVvx_APFT8Gg9iJfa02l,IfcBuildingElementProxy,UB-Universal Beam [762765],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0PYs1hDiDFpQiKwryoc3E9,IfcBuildingElementProxy,UB-Universal Beam [972548],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2eFtbbVKP4IP33ZH5E$eb6,IfcBuildingElementProxy,UB-Universal Beam [727322],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3dnZrHo9zAPh8gRKToIpXn,IfcBuildingElementProxy,UB-Universal Beam [728485],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2K7GskG9z6HO94_6pcoQAk,IfcBuildingElementProxy,UB-Universal Beam [726459],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
016txB75X8T9WB1hq5d9u4,IfcBuildingElementProxy,UB-Universal Beam [764458],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0t5HQ59NPCfPPywZeXMRuA,IfcBuildingElementProxy,UB-Universal Beam [762424],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1zLW$i6l9Fwx9JRNF9N_c_,IfcBuildingElementProxy,UB-Universal Beam [971762],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0pkwmSOvLB8ebjQnofl$5B,IfcBuildingElementProxy,UB-Universal Beam [972878],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3Pxr5sESH1rOIlIh908TAu,IfcBuildingElementProxy,UB-Universal Beam [963242],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0E_wEiG0z8Kgs_pmowdav6,IfcBuildingElementProxy,UB-Universal Beam [972936],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3bTr3DkTDESOq5RkSaPnMl,IfcBuildingElementProxy,UB-Universal Beam [971143],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3rQzSnoE53bRPSPR1UI05h,IfcBuildingElementProxy,UB-Universal Beam [727292],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2TJE3ypFT4KuQQ4Cl8PbRF,IfcBuildingElementProxy,UB-Universal Beam [971874],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1Su48DytnBDeNwjSVvwHAO,IfcBuildingElementProxy,UB-Universal Beam [970794],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0OVvNqyXT26B_PDbSybOEP,IfcBuildingElementProxy,UB-Universal Beam [970072],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
15aO6Ws3n1e8NWTo8aN9t6,IfcBuildingElementProxy,UB-Universal Beam [971682],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2MXRAO0y1DLO_NTcq4PMjo,IfcBuildingElementProxy,UB-Universal Beam [972958],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0F1doyub1DnRnIFUikoFQF,IfcBuildingElementProxy,UB-Universal Beam [972188],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3YR7Wp$vf1dPWNva6UyCJC,IfcBuildingElementProxy,UB-Universal Beam [970596],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2zyIUNEQPDFhj1WsWGEKvc,IfcBuildingElementProxy,UB-Universal Beam [764430],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1pE8ONB5nDT9Ak6M5kzrsG,IfcBuildingElementProxy,UB-Universal Beam [971404],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3Gvov0Mwr74grM9Nq60LcK,IfcBuildingElementProxy,UB-Universal Beam [970840],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1GoaOZEJvAyuljyQ2Y1UHs,IfcBuildingElementProxy,UB-Universal Beam [726593],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
03sm5JKnL868fKlWvRAMRu,IfcBuildingElementProxy,UB-Universal Beam [728479],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
04fq05dXjFQx$9OA0pocmy,IfcBuildingElementProxy,UB-Universal Beam [972096],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1PYTjLFfPAdAAlgJ8Z_tOK,IfcBuildingElementProxy,UB-Universal Beam [949525],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1gkVHWO9rDq8$RSCgshBGY,IfcBuildingElementProxy,UB-Universal Beam [726543],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3HkpCHR3zEtvfp5kh3YIZb,IfcBuildingElementProxy,UB-Universal Beam [972162],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1vOUt6KWv6AuWbUa67haIb,IfcBuildingElementProxy,UB-Universal Beam [970380],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2O$Fve7ZX0a8_hwfxJbCXe,IfcBuildingElementProxy,UB-Universal Beam [972288],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0af4idyNr5RveI_S6$WE3L,IfcBuildingElementProxy,UB-Universal Beam [762822],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
19xBcPBBz9kvVCuhAqksyS,IfcBuildingElementProxy,UB-Universal Beam [966454],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3cKpIVJ0PBXu7KXou1LWrE,IfcBuildingElementProxy,UB-Universal Beam [972164],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1d6iCd6Jr0qBrMdQtlAzJ_,IfcBuildingElementProxy,UB-Universal Beam [971195],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0WD$uTWOX4tQiC2nL1AyX_,IfcBuildingElementProxy,UB-Universal Beam [970378],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
05Jhd3k295DPck3V_Y6pG2,IfcBuildingElementProxy,UB-Universal Beam [972718],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
20PcVK2NjCYP0LBV0q4M4w,IfcBuildingElementProxy,UB-Universal Beam [972408],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
340M56Q350Sg7lUZd9ttoW,IfcBuildingElementProxy,UB-Universal Beam [727400],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0iacg3WFz9sAYf2mjdTzJH,IfcBuildingElementProxy,UB-Universal Beam [972076],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3p7Dx3toT8bPlx8qwmEm1M,IfcBuildingElementProxy,UB-Universal Beam [972858],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3_bo8eB957bfYVWNwM4EHu,IfcBuildingElementProxy,UB-Universal Beam [958252],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1AMYbdTzvCY8geRb57vA95,IfcBuildingElementProxy,UB-Universal Beam [947981],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1OynAKh9PB$9XeNyaTWDgO,IfcBuildingElementProxy,UB-Universal Beam [966456],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1BBcg84Tz6x8o6spVGAFaR,IfcBuildingElementProxy,UB-Universal Beam [727332],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
02hsajsoTCEwzWkvutjC5r,IfcBuildingElementProxy,UB-Universal Beam [970111],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1gx_OrOwH3f9d3nCdebWlK,IfcBuildingElementProxy,UB-Universal Beam [970287],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0KDUj6BE53nOs9hEwS1i7R,IfcBuildingElementProxy,UB-Universal Beam [970750],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1m2h85JXL75OAj55RQ43Es,IfcBuildingElementProxy,UB-Universal Beam [971872],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
28Ly7MJkjE7PqUcu4lv0i1,IfcBuildingElementProxy,UB-Universal Beam [726488],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1Ajp03ZRv3fRciGtfHZt$6,IfcBuildingElementProxy,UB-Universal Beam [972860],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
261WEM2_f0_hJfFpTIA9SJ,IfcBuildingElementProxy,UB-Universal Beam [764426],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3axJNEniv5Ae5a4Y300c0P,IfcBuildingElementProxy,UB-Universal Beam [727300],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3CIGXPtTDDvPVeciWu0WVH,IfcBuildingElementProxy,UB-Universal Beam [971818],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2C0Tbc9Ob97OG4TPLaUtfS,IfcBuildingElementProxy,Basic Wall [462265],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3apjcKnRL1UBmp6uOnA5Y8,IfcBuildingElementProxy,Basic Wall [438295],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
31cMMsZ0585vNIkLpvku2f,IfcBuildingElementProxy,Basic Wall [438028],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0CxIfzef96sAeq4EZG0Ptc,IfcBuildingElementProxy,Basic Wall [438416],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0w_ku9hNj7bf5fPM71seBK,IfcBuildingElementProxy,Basic Wall [438631],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0pydavojb7I9$Hve9NZmXc,IfcBuildingElementProxy,Basic Wall [438830],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1Wt6FuJA19hv68ggWp7QTt,IfcBuildingElementProxy,Basic Wall [437247],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2zszmQLpn6qvI8hLMRd97F,IfcBuildingElementProxy,Basic Wall [437797],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1EvShbI6T4ae2tVjaVfGku,IfcBuildingElementProxy,Round [345987],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1p4cU4GKfB6uNbn2u$41ig,IfcBuildingElementProxy,Round [753632],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3stW38eTn5rOCGHOnLODlw,IfcBuildingElementProxy,Round [753074],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1qUFAm4Sz54fa0yPZOG6rf,IfcBuildingElementProxy,Round [944923],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0KN9BqN$X1QAeWWomgXbWJ,IfcBuildingElementProxy,Round [944859],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0WMgk4m2r6ae3VMhBuzseo,IfcBuildingElementProxy,Round [821091],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1OLyamWp92wuPJ63v9XpYG,IfcBuildingElementProxy,Round [753106],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
104SRJJ_1Fa8HSzDS9hWhP,IfcBuildingElementProxy,Round [753059],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3hTJ2q3Rj62QSCQKTKx2Ce,IfcBuildingElementProxy,Round [945160],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2ilRFyu7b7KQ7Me3n0$Jiw,IfcBuildingElementProxy,Round [944847],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3hAqKhRJT8fhId1tT5pGMf,IfcBuildingElementProxy,Round [752843],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1qPm9cwqjAThH7b3F8bf$C,IfcBuildingElementProxy,Round [753028],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3a9620YH1AnhL$cubIReqR,IfcBuildingElementProxy,Round [801847],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
31Wtiocd11P84mPIA8XwM6,IfcBuildingElementProxy,Round [953610],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3j2CxHhi9Aeh41eBQtCuT6,IfcBuildingElementProxy,Round [752997],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
15LdN57AzEYwlr2aFidUHj,IfcBuildingElementProxy,Round [752940],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0zmISc_AX1C99Tnk$7_jOj,IfcBuildingElementProxy,Round [753088],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2sP1bdjHT4HP0gamQo$wbE,IfcBuildingElementProxy,Round [753162],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1_C8Gq3gf0Fw0vA$9fXP4Q,IfcBuildingElementProxy,Round [753119],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0tMz9tb05FdQ7GoJHG2vD3,IfcBuildingElementProxy,Round [945152],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3EtzzdhZj4zhRSlS1jvQXA,IfcBuildingElementProxy,Round [753335],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1ocW6W4ifFmh18A68g0dGK,IfcBuildingElementProxy,Round [859373],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2gNp7Ey1j0RAvkaGDGImnw,IfcBuildingElementProxy,Round [940832],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1pzHjnvifEgfXveOc0QsZw,IfcBuildingElementProxy,Round [752840],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0B_bWsKVL3Tf01kJEwhR9h,IfcBuildingElementProxy,Round [753263],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3WKubfSNXBVvrIBV$ehqb_,IfcBuildingElementProxy,Round [953613],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3p2CDBiWXDteL4qyAfJ_vr,IfcBuildingElementProxy,Round [753249],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0q6u_3vhz2$OKEhPPYJRmf,IfcBuildingElementProxy,Round [752902],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0IH4mqq6HCWu2boJG0Gaol,IfcBuildingElementProxy,Round [753292],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0ZOq97$Gv35xhSPWTSQnlH,IfcBuildingElementProxy,Round [753041],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1nDN96T99A$RUkrMqdCj6e,IfcBuildingElementProxy,Round [945177],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3J$3xub9L7igXtUJKu_0rg,IfcBuildingElementProxy,Round [944846],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2F_d4oRKj6kPSJHe1Da7Ss,IfcBuildingElementProxy,Round [753133],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3iyl40opHFtO6q8VY8c0xd,IfcBuildingElementProxy,Round [753061],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3I35bGNWL8s9PZoGX2zXNG,IfcBuildingElementProxy,Round [752874],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
31raqzoJP7CxW67PI3hitZ,IfcBuildingElementProxy,Round [753264],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
29oSgptAr7Tg76uW6$3xpP,IfcBuildingElementProxy,Round [753071],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1Yz9_9rJH4AwgZikRPcJUp,IfcBuildingElementProxy,Round [859064],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
37GczQWan1S9_ZbIIy0uj1,IfcBuildingElementProxy,Round [753350],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3KekKyPqzEih_iU7TQw9YP,IfcBuildingElementProxy,Round [943961],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1MNMc$CZHCyvxbUa_2UVB$,IfcBuildingElementProxy,Round [944888],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2rYApIZ0j1zResl4VbyFGt,IfcBuildingElementProxy,Round [753318],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0yxBL0rKTDqA1RHXxmS9oB,IfcBuildingElementProxy,Round [943963],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0DrLvKnTD9h9u0gJI1S7kC,IfcBuildingElementProxy,Round [944934],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
1hrHBMJ5H9LAQW2WtgZVFK,IfcBuildingElementProxy,Round [753308],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3MBT8noX5APx4NGmOD$TN8,IfcBuildingElementProxy,Round [753291],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0mlHgkJbr0DPNUj7sMcBhm,IfcBuildingElementProxy,Round [801848],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
19mxMRkgL84v_CfkmU$LjC,IfcBuildingElementProxy,Round [821018],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0jR9Xw52L02hJwqnaAH_84,IfcBuildingElementProxy,Round [753307],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3qK0VOoED33gcsPBwtDcUU,IfcBuildingElementProxy,Round [753058],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3Wb1CA2iz0IPmfihMKPPA_,IfcBuildingElementProxy,Round [945176],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3hNoF$dDP7gg_nnlvwmqKW,IfcBuildingElementProxy,Round [753363],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0gRQBaFXL9huQjDFjBjc7m,IfcBuildingElementProxy,Round [752927],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3JJ4drOwb8QQtbG0hMuAmc,IfcBuildingElementProxy,Round [753364],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2B57z6iK5F_BpRdhWLtKo5,IfcBuildingElementProxy,Round [752942],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0_5uq1Vk18lu5VCo86igTQ,IfcBuildingElementProxy,Round [458819],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
10cksLK2v26PUkYPwGqiQT,IfcBuildingElementProxy,Round [753091],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
03CMM154r0NuVnM5HxrMRP,IfcBuildingElementProxy,Round [753116],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0LgUMjlsr9TAfexYqk1jEH,IfcBuildingElementProxy,Round [753250],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
0BasnEvZX9cfQRfH0h4Mwh,IfcBuildingElementProxy,Round [753215],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3Bky1GIAj0AetjtS$cq6UB,IfcBuildingElementProxy,Round [945155],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2KgrqTJCjAc8VVp0gsY0f5,IfcBuildingElementProxy,Round [821131],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
25DgO1qOvDhfDRrZXkm8__,IfcBuildingElementProxy,Round [753365],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
3bV6b_t$HBw8geZXd$Acuj,IfcBuildingElementProxy,Round [945159],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2EgEeSwWb6Dw9ckoFYf$4y,IfcBuildingElementProxy,Round [944845],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
2ZADaLFaD5Eg2ua4IIrsRV,IfcBuildingElementProxy,Round [944822],Storey-1,1Lk5PZnyL1RvvyplDGRJAK
